Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction
Consultant,"Mumbai, Bangalore",,Engineering Department,8 Jan 2019,3.0,4.0,3.0,1.0,5.0,4.0,3.0
Process Associate,Trichy,,,7 Sep 2018,4.0,3.0,3.0,2.0,2.0,3.0,2.0
Associate Consultant,Hyderabad,,Software Development Department,7 Sep 2018,5.0,4.0,4.0,3.0,5.0,4.0,4.0
Associate Consultant,Airoli,,IT Network Department,2 Aug 2018,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Process Consultant,Mumbai,Full Time,Business Intelligence & Analytics Department,4 Jun 2018,1.0,4.0,1.0,1.0,3.0,4.0,1.0
Senior Analyst,Navi Mumbai,Full Time,,6 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Pune,,Software Development Department,5 Mar 2018,1.0,3.0,1.0,3.0,3.0,4.0,2.0
Senior Software Engineer,Mumbie,,Software Development Department,4 Oct 2019,4.0,4.0,4.0,3.0,4.0,3.0,4.0
Sap Mm And Wm Consultant,,,Business Intelligence & Analytics Department,6 May 2019,4.0,4.0,4.0,2.0,4.0,4.0,3.0
Associate Consultant,Noida,,IT Security Department,7 Nov 2018,2.0,2.0,2.0,2.0,4.0,2.0,2.0
Process Associate,Noida,,Operations Department,2 Sep 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Noida,,Accounting & Taxation Department,2 Sep 2018,5.0,5.0,5.0,5.0,4.0,4.0,5.0
Consultant,Bangalore,,Software Development Department,6 Aug 2018,3.0,1.0,2.0,1.0,1.0,3.0,1.0
Software Engineer,Bangalore,,Quality Assurance and Testing Department,2 Mar 2018,1.0,1.0,4.0,1.0,1.0,1.0,1.0
Associate Consultant,Pune,Full Time,,9 Jan 2019,1.0,3.0,2.0,1.0,3.0,1.0,1.0
DIPESH.MSSQL DBA.Immediate Joinner.,Mumbai,,Software Development Department,7 Nov 2018,5.0,5.0,4.0,4.0,5.0,5.0,3.0
Senior Consultant,Pune,,,1 Sep 2018,4.0,4.0,3.0,1.0,3.0,3.0,2.0
Unit Business Operations Head (India),Bangalore,,Software Development Department,0 Sep 2018,4.0,5.0,3.0,1.0,4.0,4.0,1.0
Senior Analyst,Airoli,,Software Development Department,4 Aug 2018,3.0,4.0,4.0,1.0,4.0,4.0,4.0
Associate,Kolkata,,,7 May 2018,4.0,5.0,5.0,3.0,5.0,4.0,3.0
Senior Associate,Bangalore,,Voice / Blended Department,1 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,,,Software Development Department,3 Apr 2018,2.0,2.0,2.0,2.0,3.0,2.0,2.0
Associate,Bangalore,,Voice / Blended Department,5 Mar 2018,4.0,2.0,2.0,2.0,3.0,2.0,2.0
Team Leader,Navi Mumbai,,Software Development Department,5 Mar 2018,4.0,4.0,3.0,2.0,4.0,4.0,2.0
,,,,,,4.0,4.0,3.0,3.0,4.0,4.0
Consultant,Kolkata,,Software Development Department,5 Apr 2022,5.0,3.0,3.0,3.0,4.0,3.0,3.0
Senior Associate,Bangalore,,Accounting & Taxation Department,9 Dec 2019,4.0,5.0,3.0,3.0,3.0,4.0,3.0
Senior Software Engineer,Chennai,,Software Development Department,7 Oct 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Pmo,Hyderabad,,,8 Jan 2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0
Accounts Payable Associate,Kolkata,,Accounting & Taxation Department,1 Jan 2019,3.0,3.0,2.0,1.0,1.0,1.0,1.0
Senior Process Associate,Bangalore,,Accounting & Taxation Department,1 Apr 2019,3.0,3.0,3.0,2.0,3.0,3.0,3.0
Verification & Validation Engineer,Bangalore,,Quality Assurance and Testing Department,0 Dec 2018,2.0,3.0,3.0,2.0,3.0,3.0,3.0
Senior Associate,Bangalore,,Software Development Department,7 Nov 2018,5.0,1.0,1.0,1.0,4.0,2.0,3.0
Associate Consultant,Mumbai,,Hardware Department,0 Oct 2018,2.0,3.0,4.0,1.0,3.0,1.0,4.0
Team Lead,Bangalore,,,4 Sep 2018,3.0,4.0,4.0,3.0,5.0,5.0,4.0
,,,,,,3.0,1.0,1.0,4.0,1.0,1.0
,,,,,,4.0,3.0,1.0,1.0,2.0,2.0
Senior Software Engineer,Hyderabad,Full Time,IT Department,8 Jul 2018,3.0,1.0,4.0,1.0,3.0,3.0,1.0
Consultant,Bangalore,,Software Development Department,5 Sep 2018,4.0,4.0,4.0,2.0,4.0,4.0,3.0
Senior Security Analyst,Bangalore,,IT Infrastructure Services Department,3 Apr 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Software Engineer,Pune,,Quality Assurance and Testing Department,2 Nov 2018,2.0,2.0,1.0,1.0,3.0,3.0,1.0
"Senior Consultant, Infrastructure Monitoring Using Tivoli Netcool & Other Monitoring Tools",Bangalore,,Software Development Department,7 Oct 2018,3.0,3.0,3.0,1.0,4.0,2.0,1.0
Software Test Engineer,GURUGRAM,,Quality Assurance and Testing Department,0 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Hyderabad,,IT Consulting Department,4 Aug 2018,2.0,1.0,2.0,1.0,3.0,2.0,2.0
SAP MM- WM Consultant,Bangalore,,Software Development Department,7 Jun 2018,1.0,1.0,2.0,1.0,2.0,3.0,1.0
A4 Analyst,Chennai,,Software Development Department,8 May 2018,4.0,4.0,4.0,4.0,3.0,5.0,4.0
Consultant,"Talwade,Pune",,Software Development Department,2 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Bangalore,Full Time,Quality Assurance and Testing Department,0 May 2018,2.0,2.0,4.0,2.0,3.0,2.0,3.0
Senior Software Engineer,Navi Mumbai,Full Time,Quality Assurance and Testing Department,6 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Process Associate,Bangalore,,Accounting & Taxation Department,9 Apr 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Consultant,Mumbai,,Software Development Department,3 May 2019,1.0,3.0,2.0,1.0,2.0,1.0,1.0
Senior Software Developer,Pune,,Software Development Department,0 Oct 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Process Associate,Bangalore,,Accounting & Taxation Department,5 Oct 2018,2.0,1.0,2.0,1.0,3.0,2.0,1.0
Senior Analyst,Noida,,IT Network Department,5 Aug 2018,1.0,3.0,4.0,1.0,3.0,3.0,3.0
Senior Associate,Bangalore,,Accounting & Taxation Department,1 Aug 2018,5.0,5.0,5.0,3.0,5.0,5.0,5.0
Senior Consultant,Bangalore,,IT Infrastructure Services Department,8 Jun 2018,2.0,4.0,1.0,1.0,3.0,3.0,1.0
Consultant,"Talawade, Pune",,Software Development Department,0 May 2018,1.0,5.0,1.0,1.0,1.0,1.0,1.0
Senior Analyst,Airoli,Full Time,,6 May 2018,1.0,2.0,2.0,1.0,3.0,1.0,1.0
Associate Consultant,Bangalore,Full Time,Business Intelligence & Analytics Department,4 Apr 2018,4.0,4.0,4.0,3.0,3.0,4.0,3.0
Associate Consultant,Hinjewadi,Full Time,Software Development Department,6 May 2022,4.0,4.0,4.0,2.0,5.0,3.0,2.0
Process Associate,,,Accounting & Taxation Department,1 May 2019,3.0,2.0,3.0,2.0,3.0,3.0,2.0
Senior Software Analyst,Airoli Mumbai,,IT Network Department,8 Dec 2018,4.0,2.0,3.0,2.0,3.0,3.0,2.0
Consultant,Hyderabad,,Quality Assurance and Testing Department,6 Dec 2018,4.0,4.0,5.0,3.0,4.0,4.0,3.0
Assistant Manager/manager-(nontechnical),Bangalore,,Procurement & Purchase Department,9 Oct 2018,4.0,3.0,2.0,1.0,1.0,2.0,1.0
Technical Leader,Bangalore,,Software Development Department,3 Oct 2018,2.0,3.0,2.0,1.0,1.0,2.0,1.0
Senior Financial Analyst,Noida,,,4 Sep 2018,1.0,4.0,5.0,2.0,3.0,5.0,4.0
Senior Consultant,Noida,,Software Development Department,8 Sep 2018,1.0,2.0,3.0,1.0,5.0,2.0,2.0
,,,,,,3.0,1.0,1.0,1.0,1.0,1.0
,,,,,,3.0,1.0,1.0,1.0,1.0,1.0
Consultant,Bangalore,Full Time,Software Development Department,7 Sep 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Pune,Full Time,Software Development Department,6 Sep 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Associate,Trichy,,Software Development Department,3 Aug 2018,5.0,3.0,5.0,3.0,4.0,4.0,4.0
Associate Consultent,Chennai,,,6 Jul 2018,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Senior Software Engineer,Mumbai,,Software Development Department,7 Apr 2018,4.0,4.0,4.0,3.0,4.0,3.0,3.0
Senior Consultant,Hyderabad,,Software Development Department,6 Apr 2018,3.0,3.0,2.0,2.0,3.0,3.0,2.0
Senior Consultant,Bengaluru/Bangalore,,Technology / IT Department,0 Mar 2023,3.0,3.0,1.0,1.0,4.0,2.0,1.0
Senior Software Engineer Developer,Hyderabad,,Software Development Department,6 Mar 2019,4.0,3.0,4.0,3.0,4.0,4.0,4.0
Senior Associate,Airoli,,Software Development Department,1 Nov 2018,3.0,3.0,4.0,3.0,4.0,4.0,4.0
Associate Consultant,Navi Mumbai,,,7 Aug 2018,4.0,2.0,3.0,2.0,3.0,4.0,3.0
,,,,,,3.0,3.0,2.0,4.0,3.0,3.0
Integration Developer-Mulesoft,Hyderabad,Contractual,Software Development Department,0 Aug 2018,2.0,1.0,3.0,1.0,2.0,2.0,2.0
Software Engineering Senior Analyst,Navi Mumbai,Full Time,,5 Jul 2018,5.0,5.0,5.0,3.0,5.0,3.0,3.0
Project Manager,Pune,Full Time,Banking Operations Department,4 Mar 2023,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Senior Software Engineer,Bangalore,,IT Infrastructure Services Department,9 Feb 2019,3.0,2.0,3.0,2.0,4.0,3.0,3.0
Process Associate,Noida,,Non Voice Department,5 Jan 2019,5.0,2.0,3.0,2.0,4.0,3.0,3.0
Salesforce Developer,Chennai,,Software Development Department,5 Jul 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Engineer,Vydehi,,,0 Jun 2018,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,NOIDA,,Software Development Department,1 Aug 2018,2.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Process Associate,Bangalore,,,1 Dec 2021,3.0,3.0,1.0,1.0,1.0,1.0,1.0
Process Associate,BMP,,Accounting & Taxation Department,2 Oct 2019,5.0,3.0,3.0,2.0,4.0,3.0,3.0
,,,,,,5.0,5.0,1.0,5.0,5.0,5.0
Process Associate,Bangalore,Full Time,Accounting & Taxation Department,5 Mar 2019,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Associate Consultant,Pune,Full Time,Software Development Department,9 Dec 2018,3.0,3.0,3.0,1.0,4.0,2.0,1.0
Senior Process Associate,Bangalore,,Accounting & Taxation Department,4 Nov 2018,1.0,3.0,3.0,1.0,4.0,2.0,1.0
Team Leader,Pune,,IT Network Department,9 Sep 2018,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Chennai,,,2 Aug 2018,5.0,2.0,3.0,1.0,2.0,2.0,1.0
Associate Consultant,Pune,,Software Development Department,2 Mar 2018,1.0,4.0,5.0,4.0,4.0,4.0,4.0
Sap Technical Consultant,Airoli,,IT Consulting Department,8 Jun 2019,4.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Consultant,Mumbai,,Business Intelligence & Analytics Department,3 Mar 2019,5.0,5.0,4.0,2.0,3.0,3.0,4.0
Consultant,Bangalore,,Software Development Department,5 Jan 2019,5.0,5.0,4.0,3.0,4.0,5.0,4.0
Senior Software Engineer,Mumbai,,IT Network Department,8 Feb 2019,1.0,5.0,4.0,3.0,4.0,5.0,4.0
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
Servicenow Developer,Mumbai,Full Time,Software Development Department,6 Nov 2018,3.0,3.0,3.0,2.0,3.0,3.0,3.0
Senior Software Engineer Testing,Airoli,Full Time,Quality Assurance and Testing Department,7 Sep 2018,4.0,4.0,3.0,1.0,3.0,5.0,2.0
Associate Consultant,Chennai,,Quality Assurance and Testing Department,0 Jul 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Manager,Hyderabad,,Software Development Department,3 May 2018,2.0,3.0,3.0,1.0,2.0,2.0,2.0
Process Associate,Bangalore,,Accounting & Taxation Department,6 Oct 2018,4.0,3.0,4.0,2.0,4.0,3.0,4.0
Test Manager,Mumbai,,Technology / IT Department,6 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Hyderabad,,Software Development Department,3 Sep 2018,3.0,3.0,3.0,1.0,5.0,3.0,1.0
Senior Associate,Navi Mumbai,,"Investment Banking, Private Equity & VC Department",3 Aug 2018,2.0,3.0,3.0,1.0,1.0,3.0,2.0
Senior Software Engineer,Chennai,,Data Science & Machine Learning Department,7 Mar 2018,4.0,2.0,4.0,1.0,4.0,2.0,3.0
Hr Business Partner,Bangalore,,,7 Jan 2019,3.0,3.0,3.0,2.0,3.0,2.0,2.0
Alpha A,Mumbai,Full Time,,1 Oct 2018,5.0,5.0,5.0,5.0,4.0,5.0,3.0
Process Associate,Noida,,Accounting & Taxation Department,6 Sep 2018,4.0,3.0,5.0,2.0,4.0,3.0,4.0
Senior Consultant,Bengaluru,,Software Development Department,3 Jun 2018,3.0,3.0,3.0,2.0,4.0,2.0,1.0
P4 - Senior Consultant,Navi Mumbai,,Software Development Department,0 May 2018,2.0,1.0,3.0,1.0,3.0,2.0,2.0
Associate Consultant,Navi Mumbai,,Software Development Department,3 May 2018,1.0,3.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Pune,,Software Development Department,9 Oct 2019,2.0,4.0,2.0,1.0,1.0,2.0,1.0
Process Associate,Trichy,,Accounting & Taxation Department,9 Mar 2019,4.0,4.0,5.0,4.0,5.0,4.0,4.0
Team Leader Operations,Bangalore,,,1 Dec 2018,1.0,4.0,5.0,4.0,5.0,4.0,4.0
Process Associate,Chennai,,Procurement & Purchase Department,1 Jan 2019,5.0,1.0,1.0,2.0,1.0,2.0,1.0
Senior Associate,Trichy,,Voice / Blended Department,7 Dec 2018,5.0,5.0,5.0,4.0,5.0,5.0,5.0
,,,,,,4.0,5.0,3.0,4.0,4.0,4.0
Associate Consultant,Pune,Full Time,,2 Nov 2018,3.0,2.0,3.0,1.0,1.0,2.0,1.0
Senior Consultant,Pune,,Finance Department,7 Aug 2018,3.0,4.0,4.0,2.0,4.0,3.0,3.0
Consultant,Navi Mumbai,,Software Development Department,7 Aug 2018,5.0,5.0,5.0,2.0,4.0,5.0,4.0
Software Engineer,Bangalore,,Quality Assurance and Testing Department,7 Aug 2018,5.0,3.0,5.0,1.0,3.0,3.0,5.0
Associate Consultant,Bangalore,,,2 Aug 2018,5.0,5.0,4.0,1.0,5.0,5.0,3.0
Senior Consultant,Noida,,Software Development Department,7 Jul 2018,1.0,4.0,2.0,1.0,2.0,2.0,2.0
Senior Consultant,Airoli,,,6 Mar 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sap Fico Consultant,Bangalore,,IT Consulting Department,8 Feb 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Munbai,,Software Development Department,3 Aug 2018,2.0,1.0,4.0,1.0,2.0,1.0,1.0
Senior Consultant P4,Kolkata,,Software Development Department,6 May 2018,3.0,4.0,1.0,2.0,4.0,4.0,1.0
Sap Pp Consultant And Electrical Maintenance Engineer,,Full Time,Software Development Department,9 Aug 2018,3.0,4.0,4.0,3.0,4.0,4.0,4.0
Senior Consultant,"Gurgaon, Banglore",Full Time,,3 May 2018,3.0,4.0,4.0,3.0,4.0,4.0,4.0
Senior Network Engineer,Mumbai,,IT Network Department,2 Apr 2018,4.0,1.0,4.0,1.0,2.0,1.0,3.0
Senior Team Leader,Noida,,Voice / Blended Department,7 Mar 2018,1.0,2.0,3.0,4.0,3.0,4.0,3.0
Senior Associate,Bangalore Rural,,Software Development Department,1 Feb 2022,4.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate,Kolkata,,,1 Sep 2021,5.0,4.0,5.0,2.0,5.0,4.0,4.0
Associate Consultant,Pune,,Product Management - Technology Department,9 Dec 2019,5.0,4.0,5.0,5.0,4.0,5.0,5.0
Associate Consultant,Navi Mumbai,,,4 Aug 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0
Process Associate,Bangalore,,Accounting & Taxation Department,1 Jan 2019,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Senior Linux Administrator,Navi Mumbai,,IT Network Department,6 Nov 2018,5.0,4.0,4.0,4.0,4.0,4.0,4.0
,,,,,,5.0,5.0,3.0,4.0,4.0,3.0
Consultant,Hyderabad,Full Time,Software Development Department,3 Nov 2018,5.0,5.0,5.0,3.0,5.0,5.0,5.0
Associate Technical Consultant,Hyderabad,Full Time,,4 Aug 2018,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Associate Consultant,Pune,,Software Development Department,1 Aug 2018,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Analyst,Noida,,,5 Aug 2018,5.0,4.0,4.0,4.0,5.0,5.0,5.0
Process Associate,Bangalore,,Business Intelligence & Analytics Department,6 Nov 2018,4.0,4.0,5.0,4.0,5.0,5.0,5.0
Snr Executive,,,,8 May 2018,5.0,4.0,4.0,4.0,4.0,5.0,3.0
Process Lead,Kolkata,,,6 Feb 2022,1.0,4.0,4.0,4.0,4.0,5.0,3.0
Process Associate,Bangalore,,Accounting & Taxation Department,5 Sep 2019,4.0,5.0,1.0,1.0,4.0,1.0,1.0
Consultant,Pune,,Quality Assurance and Testing Department,4 Jan 2019,3.0,5.0,5.0,3.0,5.0,5.0,5.0
Associate,Trichy,,,7 Aug 2018,5.0,4.0,3.0,1.0,3.0,3.0,3.0
,,,,,,4.0,3.0,1.0,3.0,3.0,3.0
,,,,,,5.0,5.0,5.0,5.0,4.0,5.0
Senior Analyst - Workforce Transformation,Navi Mumbai,,"Trading, Asset & Wealth Management Department",3 Aug 2018,3.0,3.0,3.0,2.0,4.0,3.0,4.0
Associate Consultant,Kolkata,,IT Infrastructure Services Department,7 Mar 2018,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Process Leader,"Bengaluru/Bangalore, Karnataka",,,2 Oct 2022,3.0,3.0,3.0,2.0,3.0,3.0,3.0
Associate Consultant,Bangalore,,IT Infrastructure Services Department,6 Jul 2020,3.0,4.0,2.0,1.0,2.0,2.0,2.0
Senior Analyst,Bengaluru,,,1 Sep 2019,3.0,4.0,2.0,2.0,4.0,2.0,3.0
Associate Consultant,Airoli,,,5 Apr 2019,2.0,1.0,2.0,1.0,3.0,1.0,2.0
Senior Consultant,Mumbai,,IT Consulting Department,8 Aug 2018,2.0,2.0,2.0,1.0,1.0,2.0,2.0
Associate Consultant,Chennai,,Software Development Department,8 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Manager SAP BO,Bangalore,,Software Development Department,7 Jan 2019,3.0,4.0,2.0,2.0,1.0,3.0,2.0
Senior Software Engineer,Navi Mumbai,,Software Development Department,5 Nov 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Gandhinagar,Full Time,Software Development Department,8 Aug 2018,3.0,3.0,4.0,1.0,2.0,2.0,2.0
Project Manager,,Full Time,Technology / IT Department,0 Aug 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Pune,,Software Development Department,7 Jul 2018,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Bangalore,,Software Development Department,3 Jul 2018,2.0,1.0,4.0,1.0,4.0,4.0,1.0
Associate Consultant,Bangalore,,,2 Mar 2018,1.0,1.0,3.0,1.0,2.0,1.0,1.0
Senior Analyst,,,Product Management - Technology Department,1 May 2018,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Senior Analyst,Hyderabad,,Software Development Department,4 Mar 2018,1.0,2.0,3.0,2.0,2.0,4.0,2.0
Software Associate,,,IT Support Department,5 Jul 2019,3.0,2.0,3.0,2.0,2.0,4.0,2.0
Senior Consultant,Mumbai,,Technology / IT Department,4 Mar 2019,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Pune,,Software Development Department,3 Jan 2019,5.0,2.0,3.0,2.0,2.0,3.0,3.0
,,,,,,2.0,3.0,2.0,2.0,3.0,3.0
,,,,,,5.0,3.0,2.0,4.0,4.0,2.0
,,,,,,5.0,3.0,2.0,4.0,4.0,2.0
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Chennai,,Non Voice Department,7 Jan 2019,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Process Associate,,,Accounting & Taxation Department,6 Dec 2018,5.0,4.0,4.0,3.0,4.0,4.0,4.0
General Ledger,,,,0 Dec 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,Chennai,,,5 Nov 2018,2.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Developer,Bangalore,,Software Development Department,7 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Engineer,Hyderabad,,Software Development Department,2 Aug 2018,2.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Developer,BANGALORE,,Software Development Department,2 Sep 2018,4.0,3.0,2.0,2.0,2.0,2.0,2.0
Senior Consultant,Pune,,,7 Aug 2018,4.0,4.0,5.0,1.0,5.0,5.0,1.0
Senior Process Associate,Noida,,,7 Jun 2018,1.0,2.0,3.0,1.0,1.0,2.0,3.0
Process Associate,Kolkata,,Accounting & Taxation Department,3 Jul 2018,4.0,4.0,3.0,4.0,4.0,4.0,4.0
,,,,,,5.0,4.0,4.0,5.0,3.0,2.0
,,,,,,1.0,1.0,1.0,3.0,1.0,1.0
,,,,,,3.0,2.0,2.0,3.0,3.0,2.0
Consultant,Hyderabad,Full Time,Software Development Department,0 May 2018,1.0,2.0,3.0,1.0,3.0,1.0,1.0
Consultant,Bangalore,Full Time,Software Development Department,9 Mar 2018,1.0,3.0,3.0,1.0,1.0,1.0,1.0
Manager FnA,Bengaluru,,Operations Support Department,8 Sep 2017,4.0,3.0,4.0,3.0,3.0,3.0,2.0
Associate,Noida,,Voice / Blended Department,0 Aug 2017,4.0,4.0,4.0,3.0,4.0,5.0,3.0
Analyst,Bangalore,,Software Development Department,2 Feb 2019,4.0,5.0,4.0,3.0,4.0,4.0,4.0
Senior Software Consultant,Pune,,Software Development Department,1 Jan 2019,2.0,5.0,4.0,3.0,4.0,4.0,4.0
Etl Tester,Mumbai,,Business Intelligence & Analytics Department,6 Aug 2018,3.0,2.0,1.0,1.0,2.0,3.0,1.0
Senior Consultant,Mumbai,,IT Support Department,2 May 2018,3.0,2.0,1.0,1.0,2.0,3.0,1.0
Senior Associate,Noida,,Software Development Department,2 Mar 2018,4.0,3.0,2.0,1.0,3.0,3.0,1.0
Software Engineer,Bengaluru,,Software Development Department,9 Feb 2019,5.0,4.0,5.0,2.0,4.0,2.0,2.0
,,,,,,5.0,4.0,5.0,5.0,4.0,4.0
,,,,,,5.0,3.0,4.0,5.0,4.0,4.0
Associate Consultant,Hyderabad,Full Time,IT Consulting Department,0 Dec 2018,5.0,5.0,4.0,3.0,5.0,5.0,4.0
Senior Consultant,Bangalore,,,8 Sep 2018,3.0,3.0,3.0,2.0,4.0,3.0,1.0
Senior Analyst,Bangalore,,,9 Sep 2018,1.0,2.0,1.0,1.0,5.0,3.0,1.0
Senior Software Engineer,Gandhinagar,,Software Development Department,0 Jul 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Process Associate,Chennai,,Accounting & Taxation Department,7 Jan 2018,5.0,5.0,5.0,1.0,5.0,3.0,4.0
Software Engineer,Pune,,Software Development Department,4 Jan 2022,1.0,2.0,2.0,1.0,3.0,1.0,1.0
Senior Software Engineer,Mumbai,,Software Development Department,1 Mar 2019,4.0,4.0,4.0,4.0,4.0,4.0,4.0
System Administrator,,,IT Network Department,3 Mar 2019,4.0,4.0,4.0,3.0,3.0,4.0,3.0
Associate Consultant -IT Infrastructure,Noida,,Software Development Department,1 Oct 2018,1.0,1.0,1.0,1.0,5.0,1.0,1.0
Software Consultant,Pune,,Software Development Department,7 Jul 2018,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Sr Asociate,Noida,Full Time,Non Voice Department,1 Jul 2018,4.0,3.0,3.0,4.0,3.0,3.0,4.0
Associate Consultant,Hyderabad,,Software Development Department,3 Jun 2018,4.0,2.0,3.0,2.0,5.0,2.0,2.0
Senior Software Engineer,Hyderabad,,Software Development Department,2 May 2018,3.0,3.0,2.0,2.0,4.0,2.0,2.0
Process Associate,Chennai,,Accounting & Taxation Department,2 Dec 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Kolkata,,Accounting & Taxation Department,1 Apr 2019,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Associate Consultant,Bangalore,,IT Infrastructure Services Department,4 Jan 2019,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Team Leader,Bangalore,,P2p/procurement Department,3 Dec 2018,3.0,4.0,4.0,3.0,4.0,4.0,3.0
Associate Technical Consultant,Pune,,Software Development Department,1 Oct 2018,4.0,4.0,4.0,3.0,4.0,3.0,4.0
Process Associate,Bangalore,,Accounting & Taxation Department,4 Aug 2018,5.0,4.0,4.0,3.0,4.0,3.0,4.0
Process Associate,Bangalore,,Accounting & Taxation Department,3 Aug 2018,4.0,1.0,2.0,2.0,3.0,1.0,1.0
,,,,,,1.0,2.0,2.0,3.0,1.0,1.0
,,,,,,4.0,4.0,3.0,5.0,4.0,4.0
,,,,,,4.0,4.0,2.0,5.0,4.0,3.0
,,,,,,4.0,4.0,3.0,4.0,4.0,4.0
Software Associate,Bangalore,Full Time,Software Development Department,1 Aug 2018,4.0,4.0,4.0,1.0,4.0,5.0,4.0
Process Associate,Bangalore,Full Time,,2 Sep 2018,5.0,4.0,4.0,4.0,5.0,5.0,5.0
Team Leader Operations,Noida,,,6 May 2018,3.0,4.0,4.0,2.0,4.0,3.0,2.0
SAP SD Vistex Functional Consultant,Mumbai,,Software Development Department,2 Mar 2019,3.0,5.0,3.0,2.0,3.0,4.0,2.0
Project Manager,Bengaluru,,Technology / IT Department,4 Feb 2019,3.0,5.0,3.0,2.0,3.0,4.0,2.0
Associate Consultant,Bangalore,,,7 Sep 2018,2.0,1.0,3.0,2.0,1.0,3.0,3.0
Senior Consultant,Airoli,,Business Intelligence & Analytics Department,7 Sep 2018,4.0,1.0,2.0,1.0,4.0,3.0,2.0
Senior Software Engineer,Pune,,IT Network Department,4 Sep 2018,3.0,4.0,4.0,3.0,4.0,4.0,4.0
Software Engineer,Pune,,Quality Assurance and Testing Department,0 Aug 2018,3.0,2.0,2.0,2.0,2.0,1.0,1.0
Software Engineer,Bangalore,,Software Development Department,4 Jul 2018,4.0,3.0,2.0,2.0,3.0,3.0,2.0
,,,,,,5.0,4.0,4.0,4.0,4.0,5.0
Sr Executive RMG,Navi Mumbai,Full Time,Software Development Department,8 May 2018,4.0,4.0,3.0,4.0,5.0,4.0,4.0
Process Associate,Kolkata,Full Time,Accounting & Taxation Department,9 Jan 2019,5.0,4.0,4.0,2.0,5.0,4.0,5.0
Associate Consultant,Bengaluru,,Software Development Department,1 Oct 2018,4.0,3.0,4.0,2.0,4.0,3.0,3.0
Project Manager,Navi Mumbai,,Technology / IT Department,7 Sep 2018,3.0,4.0,4.0,1.0,2.0,3.0,4.0
